employee_id,employee_name,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
EMP06423,John Kumar,60,Private,43598,Masters,15,Never-married,Tech-support,Husband,Amer-Indian-Eskimo,Male,8674,115,49,United-States,>50K
EMP06424,Ali Brown,37,Government,35877,Doctorate,15,Married,Exec-managerial,Not-in-family,White,Female,4237,3187,43,Philippines,>50K
EMP06425,Sara Nguyen,34,Private,85881,HS-grad,4,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,1563,2489,27,India,<=50K
EMP06426,Priya Nguyen,53,Self-emp,35936,Doctorate,4,Never-married,Exec-managerial,Wife,White,Male,6485,2648,35,United-States,<=50K
EMP06427,Bob Kumar,56,Government,91993,HS-grad,11,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,9956,2633,46,United-States,<=50K
EMP06428,Meena Kumar,59,Self-emp,85896,Masters,10,Divorced,Exec-managerial,Husband,Other,Male,6728,2661,45,Germany,>50K
EMP06429,Raj Nguyen,21,Private,30368,Doctorate,2,Married,Tech-support,Husband,Other,Female,9685,1181,42,Philippines,>50K
EMP06430,Meena Singh,32,Government,60173,Assoc,8,Never-married,Prof-specialty,Own-child,White,Female,6729,2112,49,India,>50K
EMP06431,Meena Kumar,52,Private,18681,Bachelors,9,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,8127,4399,25,Philippines,>50K
EMP06432,Tom Smith,46,Private,19198,HS-grad,7,Married,Craft-repair,Not-in-family,Black,Female,3163,4708,47,Germany,<=50K
EMP06433,John Brown,39,Self-emp,74046,Doctorate,6,Separated,Prof-specialty,Husband,White,Female,7878,1589,38,Philippines,<=50K
EMP06434,John Singh,48,Private,29071,Masters,6,Separated,Prof-specialty,Husband,Other,Female,8852,3743,22,Mexico,>50K
EMP06435,Alice Fernandez,35,Self-emp,66744,Assoc,12,Divorced,Prof-specialty,Husband,Black,Male,2010,827,45,Germany,<=50K
EMP06436,Meena Nguyen,46,Unemployed,99664,Masters,4,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,7099,3181,58,India,>50K
EMP06437,Bob Chen,27,Private,12208,Bachelors,3,Married,Tech-support,Husband,Asian-Pac-Islander,Female,8429,4855,45,Philippines,<=50K
EMP06438,Tom Brown,28,Self-emp,70226,Doctorate,13,Separated,Exec-managerial,Not-in-family,Other,Female,8793,1148,48,United-States,<=50K
EMP06439,Raj Nguyen,31,Private,69746,Assoc,4,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,9956,96,26,United-States,>50K
EMP06440,Bob Garcia,29,Unemployed,62720,Assoc,5,Married,Exec-managerial,Unmarried,White,Female,2186,2332,45,India,>50K
EMP06441,Bob Garcia,54,Private,33366,Bachelors,15,Divorced,Prof-specialty,Unmarried,Other,Male,8638,4884,32,Philippines,>50K
EMP06442,Sara Garcia,51,Unemployed,11507,Masters,10,Married,Prof-specialty,Not-in-family,White,Male,5479,2445,51,Germany,>50K
EMP06443,Ali Chen,54,Government,22556,Doctorate,5,Divorced,Prof-specialty,Own-child,Black,Female,7071,3205,58,India,<=50K
EMP06444,Priya Patel,53,Unemployed,82269,Doctorate,11,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,2572,4049,24,Philippines,>50K
EMP06445,John Fernandez,35,Private,32685,Doctorate,2,Never-married,Craft-repair,Wife,Other,Female,3409,1599,22,Philippines,<=50K
EMP06446,John Nguyen,56,Government,98857,Assoc,12,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,212,4324,43,Mexico,<=50K
EMP06447,Meena Garcia,52,Private,75564,Doctorate,10,Separated,Tech-support,Husband,Asian-Pac-Islander,Female,2521,1772,56,Germany,>50K
EMP06448,Ali Lee,54,Self-emp,37117,Assoc,14,Married,Tech-support,Husband,Amer-Indian-Eskimo,Female,8750,1849,29,Philippines,>50K
EMP06449,Ali Nguyen,34,Self-emp,92184,Assoc,11,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,9731,3824,31,Germany,>50K
EMP06450,Alice Fernandez,43,Private,94303,HS-grad,11,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,9560,3664,39,Philippines,>50K
EMP06451,Alice Chen,46,Government,97042,Doctorate,3,Married,Sales,Not-in-family,Other,Female,587,3417,35,United-States,>50K
EMP06452,Alice Chen,37,Private,84223,Masters,8,Married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,7703,3135,32,Mexico,<=50K
EMP06453,John Smith,27,Self-emp,21009,Bachelors,6,Divorced,Tech-support,Husband,Black,Female,4856,3466,38,Mexico,>50K
EMP06454,Eve Brown,31,Private,74679,Bachelors,10,Separated,Tech-support,Not-in-family,Black,Male,2517,1616,50,United-States,<=50K
EMP06455,John Garcia,57,Government,68754,Doctorate,13,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,4010,546,44,Mexico,<=50K
EMP06456,Sara Brown,46,Self-emp,95598,Assoc,7,Married,Sales,Not-in-family,Asian-Pac-Islander,Female,2666,3692,49,Philippines,<=50K
EMP06457,Tom Smith,31,Government,31512,HS-grad,12,Married,Prof-specialty,Own-child,White,Male,9127,4161,58,Germany,>50K
EMP06458,Eve Brown,28,Government,61706,Doctorate,8,Married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,7546,4447,20,Germany,>50K
EMP06459,Alice Singh,37,Self-emp,72118,Bachelors,16,Married,Sales,Wife,White,Female,765,4779,29,India,>50K
EMP06460,Eve Fernandez,59,Unemployed,49735,Doctorate,3,Married,Exec-managerial,Husband,Black,Male,7305,3689,23,Mexico,<=50K
EMP06461,Ali Smith,36,Private,53960,Masters,15,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,4071,2847,40,Germany,>50K
EMP06462,Meena Chen,35,Government,71399,HS-grad,6,Married,Sales,Own-child,Amer-Indian-Eskimo,Male,1016,1246,60,India,<=50K
EMP06463,John Nguyen,42,Government,64122,HS-grad,11,Married,Craft-repair,Husband,White,Female,3957,1044,44,United-States,>50K
EMP06464,Eve Singh,24,Government,32113,Assoc,6,Divorced,Craft-repair,Unmarried,Other,Female,2278,3391,51,Philippines,>50K
EMP06465,Alice Lee,36,Unemployed,55428,HS-grad,1,Married,Craft-repair,Unmarried,Black,Male,2932,4898,40,Germany,<=50K
EMP06466,Priya Fernandez,38,Self-emp,38571,Bachelors,11,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,1667,3744,55,United-States,>50K
EMP06467,Alice Patel,51,Private,93643,Assoc,10,Married,Sales,Wife,White,Male,903,1591,59,Germany,>50K
EMP06468,Priya Patel,29,Self-emp,52827,Masters,11,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,2575,2777,46,Philippines,<=50K
EMP06469,John Patel,28,Self-emp,28567,Assoc,15,Divorced,Sales,Wife,Black,Male,3545,1389,48,United-States,<=50K
EMP06470,Alice Garcia,49,Self-emp,92595,Doctorate,16,Married,Craft-repair,Husband,Black,Male,5526,4129,20,Philippines,>50K
EMP06471,Sara Singh,40,Self-emp,47761,HS-grad,5,Separated,Exec-managerial,Husband,Other,Male,1749,1807,60,Mexico,>50K
EMP06472,Eve Fernandez,44,Government,69236,Masters,16,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,2565,2854,29,Philippines,>50K
EMP06473,Bob Kumar,20,Government,15019,Masters,15,Never-married,Tech-support,Husband,White,Female,9764,4895,33,United-States,<=50K
EMP06474,Alice Patel,43,Private,57046,Masters,4,Never-married,Sales,Wife,Asian-Pac-Islander,Male,1331,4768,46,India,<=50K
EMP06475,Raj Nguyen,26,Self-emp,80691,Masters,13,Married,Tech-support,Wife,Other,Male,5214,274,55,Philippines,>50K
EMP06476,Meena Brown,44,Private,31809,Bachelors,15,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Male,2017,1162,31,Mexico,<=50K
EMP06477,Sara Singh,55,Government,35011,Assoc,2,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,5342,3536,55,Philippines,<=50K
EMP06478,John Garcia,41,Private,54697,Masters,4,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,2248,4473,26,Germany,<=50K
EMP06479,Alice Kumar,49,Private,75385,Assoc,1,Divorced,Tech-support,Wife,White,Male,4906,1640,37,India,>50K
EMP06480,Eve Garcia,28,Government,83534,Masters,9,Never-married,Sales,Own-child,Black,Female,8554,3509,36,Germany,<=50K
EMP06481,Raj Smith,25,Government,35032,HS-grad,6,Married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,9132,672,28,Philippines,<=50K
EMP06482,John Singh,53,Government,84593,Bachelors,16,Married,Tech-support,Own-child,Amer-Indian-Eskimo,Male,9247,4921,38,United-States,>50K
EMP06483,Ali Smith,32,Unemployed,50270,Doctorate,16,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,4922,3165,56,Germany,>50K
EMP06484,Eve Smith,36,Unemployed,46155,Bachelors,10,Divorced,Prof-specialty,Unmarried,Black,Female,9591,3487,40,Germany,<=50K
EMP06485,Priya Brown,52,Private,84064,Masters,7,Separated,Craft-repair,Unmarried,White,Male,2212,4192,58,Mexico,>50K
EMP06486,Bob Garcia,52,Unemployed,75142,Bachelors,11,Separated,Exec-managerial,Wife,Other,Male,5090,1788,50,Germany,>50K
EMP06487,Eve Garcia,41,Self-emp,48546,Masters,11,Never-married,Sales,Husband,Black,Male,5201,3399,36,Mexico,<=50K
EMP06488,Raj Patel,36,Unemployed,13954,HS-grad,3,Separated,Prof-specialty,Own-child,Black,Female,1615,1837,25,Mexico,<=50K
EMP06489,Raj Garcia,39,Private,37053,Masters,4,Separated,Exec-managerial,Wife,White,Male,648,1943,26,Mexico,<=50K
EMP06490,Ali Singh,31,Private,80718,HS-grad,12,Separated,Sales,Wife,Black,Female,8152,4815,44,Mexico,<=50K
EMP06491,Bob Patel,34,Government,18350,Doctorate,4,Married,Craft-repair,Wife,Asian-Pac-Islander,Male,1796,1473,60,Mexico,<=50K
EMP06492,Eve Brown,40,Unemployed,84330,HS-grad,4,Married,Tech-support,Unmarried,White,Female,9203,1953,35,Germany,>50K
EMP06493,Alice Chen,28,Private,62857,Assoc,16,Divorced,Exec-managerial,Not-in-family,Black,Female,8832,3318,29,Mexico,<=50K
EMP06494,Priya Singh,60,Government,68239,Bachelors,6,Separated,Prof-specialty,Husband,White,Male,7606,1038,57,Philippines,>50K
EMP06495,Bob Fernandez,45,Government,16278,Bachelors,14,Married,Exec-managerial,Wife,Black,Female,9761,1187,48,Mexico,>50K
EMP06496,Bob Brown,44,Private,47001,Bachelors,14,Divorced,Craft-repair,Not-in-family,White,Female,2343,2726,34,Mexico,>50K
EMP06497,Priya Brown,32,Government,38740,Assoc,10,Divorced,Craft-repair,Unmarried,Other,Male,606,2300,60,Philippines,>50K
EMP06498,Meena Lee,22,Government,47162,Assoc,10,Never-married,Tech-support,Wife,Asian-Pac-Islander,Male,7837,4975,35,Philippines,<=50K
EMP06499,Eve Chen,37,Self-emp,16357,Masters,11,Separated,Prof-specialty,Wife,White,Male,1967,510,53,Mexico,>50K
EMP06500,Alice Fernandez,43,Government,18593,Assoc,2,Divorced,Exec-managerial,Wife,Black,Male,1566,2559,50,Germany,<=50K
EMP06501,Meena Kumar,28,Government,83346,Bachelors,14,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,2294,2445,41,India,>50K
EMP06502,Sara Brown,59,Self-emp,57130,HS-grad,11,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Male,4369,481,23,United-States,<=50K
EMP06503,Ali Fernandez,33,Unemployed,35597,HS-grad,1,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Male,3592,4160,36,India,>50K
EMP06504,Priya Nguyen,60,Unemployed,71478,Assoc,13,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,9001,2695,38,United-States,<=50K
EMP06505,Tom Patel,47,Government,98868,Bachelors,9,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,1002,81,40,Philippines,>50K
EMP06506,Sara Garcia,51,Government,30266,Bachelors,1,Married,Prof-specialty,Not-in-family,Black,Female,4614,4227,37,Mexico,>50K
EMP06507,Alice Brown,44,Private,76615,Masters,10,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,7041,647,59,India,<=50K
EMP06508,Raj Chen,28,Unemployed,95899,Bachelors,4,Never-married,Sales,Not-in-family,Other,Male,5173,2477,22,United-States,<=50K
EMP06509,Bob Patel,24,Unemployed,41981,Doctorate,14,Divorced,Craft-repair,Wife,White,Female,1852,4329,39,Germany,>50K
EMP06510,Sara Brown,60,Private,26181,Assoc,15,Married,Craft-repair,Husband,White,Male,6581,4133,30,Germany,<=50K
EMP06511,Bob Nguyen,54,Government,68971,Masters,4,Married,Sales,Unmarried,Amer-Indian-Eskimo,Female,7311,810,51,Germany,<=50K
EMP06512,Raj Fernandez,23,Private,94449,Doctorate,9,Never-married,Craft-repair,Husband,Other,Female,2482,3481,29,Germany,<=50K
EMP06513,Ali Nguyen,38,Government,96315,HS-grad,9,Separated,Exec-managerial,Unmarried,Other,Male,4618,1790,43,India,<=50K
EMP06514,Eve Singh,40,Self-emp,75133,Doctorate,2,Never-married,Sales,Unmarried,Black,Female,7721,3425,54,Mexico,>50K
EMP06515,Raj Smith,27,Unemployed,76094,Assoc,7,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Female,5693,3148,52,India,>50K
EMP06516,Alice Nguyen,38,Unemployed,98612,Doctorate,7,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,1281,3706,30,Germany,>50K
EMP06517,Bob Nguyen,28,Government,97380,Masters,16,Married,Craft-repair,Husband,Black,Female,5447,1396,22,United-States,>50K
EMP06518,Alice Brown,48,Unemployed,84429,Masters,16,Married,Exec-managerial,Wife,Asian-Pac-Islander,Male,9381,2971,40,Philippines,<=50K
EMP06519,Sara Kumar,52,Government,75631,Assoc,4,Divorced,Craft-repair,Not-in-family,Black,Female,9888,1076,36,United-States,>50K
EMP06520,Ali Garcia,58,Self-emp,58867,Bachelors,15,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Female,8725,4254,44,Mexico,>50K
EMP06521,Tom Brown,23,Government,78493,HS-grad,12,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,4838,2921,60,India,<=50K
EMP06522,Meena Singh,59,Private,59033,Assoc,16,Divorced,Tech-support,Own-child,White,Male,3667,738,49,United-States,>50K
EMP06523,Tom Brown,55,Unemployed,67286,Doctorate,3,Divorced,Prof-specialty,Unmarried,Black,Male,164,650,26,Mexico,>50K
EMP06524,Eve Nguyen,58,Self-emp,62488,HS-grad,15,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,4275,2257,45,Mexico,<=50K
EMP06525,Bob Kumar,37,Self-emp,85822,HS-grad,10,Never-married,Craft-repair,Own-child,Other,Male,6453,1950,27,Germany,<=50K
EMP06526,Raj Patel,38,Government,75800,Bachelors,14,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Female,4331,3351,24,Germany,<=50K
EMP06527,Alice Patel,60,Self-emp,94819,Doctorate,10,Married,Sales,Wife,Asian-Pac-Islander,Female,8905,4821,32,India,>50K
EMP06528,Bob Brown,32,Unemployed,48219,Masters,10,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,312,57,56,United-States,<=50K
EMP06529,Eve Brown,31,Unemployed,35119,Doctorate,8,Married,Craft-repair,Wife,Other,Female,3823,681,37,India,<=50K
EMP06530,Ali Singh,41,Government,70772,Bachelors,7,Separated,Exec-managerial,Own-child,Other,Male,7165,2657,55,Germany,>50K
EMP06531,John Singh,29,Self-emp,83466,Doctorate,3,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,5785,4956,34,Philippines,<=50K
EMP06532,Bob Kumar,35,Self-emp,52256,Masters,12,Married,Exec-managerial,Wife,White,Female,2228,672,30,Philippines,<=50K
EMP06533,Eve Fernandez,43,Private,63233,Doctorate,6,Married,Craft-repair,Own-child,Other,Male,9916,1728,52,Germany,>50K
EMP06534,Meena Garcia,29,Unemployed,89414,Assoc,13,Married,Craft-repair,Wife,Amer-Indian-Eskimo,Female,838,4131,59,Mexico,<=50K
EMP06535,Alice Nguyen,38,Unemployed,80262,Doctorate,16,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,2600,2342,42,Germany,<=50K
EMP06536,Tom Garcia,21,Self-emp,43707,HS-grad,1,Separated,Craft-repair,Not-in-family,Other,Male,1605,883,24,Mexico,>50K
EMP06537,Eve Kumar,37,Government,50469,Masters,16,Separated,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,8454,2003,23,India,>50K
EMP06538,Bob Lee,39,Government,78497,Masters,5,Separated,Sales,Own-child,Black,Female,2330,1311,48,Philippines,<=50K
EMP06539,John Garcia,59,Government,23733,Masters,1,Never-married,Sales,Not-in-family,Black,Male,8781,4836,44,India,<=50K
EMP06540,Bob Nguyen,41,Private,12418,Masters,12,Separated,Exec-managerial,Unmarried,Other,Male,7468,1985,40,United-States,>50K
EMP06541,John Fernandez,60,Private,12412,HS-grad,1,Married,Exec-managerial,Not-in-family,Other,Male,7486,1448,32,Philippines,<=50K
EMP06542,Priya Nguyen,28,Unemployed,82797,HS-grad,14,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,2234,4085,32,Philippines,<=50K
EMP06543,Raj Smith,40,Private,71287,HS-grad,4,Separated,Prof-specialty,Husband,White,Female,1846,1866,54,Philippines,>50K
EMP06544,Meena Lee,36,Self-emp,72291,HS-grad,12,Separated,Craft-repair,Own-child,Black,Female,6271,4498,47,India,<=50K
EMP06545,John Chen,50,Unemployed,98878,Masters,7,Divorced,Tech-support,Wife,Black,Female,1402,4594,57,Germany,<=50K
EMP06546,John Smith,53,Government,57626,Assoc,14,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,6732,1839,31,United-States,<=50K
EMP06547,Ali Smith,43,Self-emp,98880,Assoc,13,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Female,4894,1320,58,Mexico,<=50K
EMP06548,Priya Chen,26,Self-emp,36101,HS-grad,13,Married,Prof-specialty,Own-child,White,Male,2861,3552,35,Germany,>50K
EMP06549,Bob Chen,45,Self-emp,56880,Assoc,9,Married,Exec-managerial,Own-child,Other,Female,476,1597,50,Mexico,>50K
EMP06550,Raj Singh,43,Government,61619,Assoc,15,Never-married,Tech-support,Unmarried,Other,Female,5737,2501,22,Mexico,<=50K
EMP06551,Ali Lee,54,Private,63985,Doctorate,11,Separated,Prof-specialty,Unmarried,White,Female,3350,4573,32,Germany,>50K
EMP06552,Meena Kumar,28,Self-emp,76582,Assoc,9,Married,Sales,Wife,Amer-Indian-Eskimo,Female,5070,4182,55,India,>50K
EMP06553,Ali Singh,33,Private,56564,Bachelors,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,3508,2404,21,Germany,<=50K
EMP06554,Meena Nguyen,53,Unemployed,90430,Assoc,4,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,1435,3757,43,United-States,<=50K
EMP06555,Eve Fernandez,28,Self-emp,32755,Assoc,15,Separated,Prof-specialty,Own-child,Black,Male,7161,1819,59,India,>50K
EMP06556,Raj Brown,34,Self-emp,74930,Doctorate,16,Separated,Exec-managerial,Unmarried,Black,Male,2280,3932,59,Mexico,<=50K
EMP06557,Sara Brown,60,Unemployed,38241,Bachelors,12,Never-married,Craft-repair,Own-child,White,Male,4450,3992,44,United-States,<=50K
EMP06558,Meena Chen,40,Government,32581,Bachelors,14,Divorced,Prof-specialty,Wife,Other,Male,1753,1342,46,Germany,>50K
EMP06559,Ali Garcia,35,Government,72148,HS-grad,3,Separated,Prof-specialty,Wife,Other,Male,1293,4504,55,United-States,>50K
EMP06560,Raj Singh,51,Government,14087,Assoc,6,Married,Craft-repair,Wife,Black,Female,734,3160,51,United-States,>50K
EMP06561,Alice Nguyen,38,Unemployed,73017,Masters,13,Never-married,Craft-repair,Not-in-family,Black,Male,3396,2556,22,Philippines,<=50K
EMP06562,Tom Garcia,45,Unemployed,28033,Masters,5,Married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,4488,556,27,Mexico,>50K
EMP06563,Sara Patel,56,Unemployed,27989,Assoc,16,Separated,Sales,Unmarried,Black,Male,1170,4312,47,United-States,<=50K
EMP06564,John Smith,52,Unemployed,15161,Bachelors,13,Married,Exec-managerial,Not-in-family,Other,Female,1102,3788,29,Germany,>50K
EMP06565,Priya Nguyen,33,Private,56858,Masters,2,Never-married,Sales,Unmarried,Other,Female,8111,2922,58,Philippines,<=50K
EMP06566,Alice Smith,24,Private,39667,Doctorate,6,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Male,9793,216,60,Germany,<=50K
EMP06567,Bob Singh,60,Self-emp,94707,Masters,5,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,6456,4906,51,United-States,>50K
EMP06568,Raj Kumar,51,Self-emp,15559,Assoc,6,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,1054,357,38,Philippines,>50K
EMP06569,Alice Patel,48,Private,54265,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,4249,3033,54,Mexico,<=50K
EMP06570,Sara Smith,32,Government,83650,Bachelors,8,Separated,Tech-support,Own-child,Asian-Pac-Islander,Female,3124,2349,50,Germany,<=50K
EMP06571,Ali Nguyen,26,Unemployed,50107,Doctorate,7,Never-married,Tech-support,Wife,Other,Male,9954,696,30,Philippines,>50K
EMP06572,Sara Nguyen,38,Unemployed,35614,HS-grad,9,Never-married,Sales,Husband,White,Female,8238,3815,31,United-States,>50K
EMP06573,Ali Chen,37,Government,42677,Assoc,13,Divorced,Prof-specialty,Unmarried,Other,Male,6400,887,60,Mexico,>50K
EMP06574,Sara Brown,39,Government,14719,Assoc,10,Married,Prof-specialty,Own-child,Other,Female,3035,3337,25,Germany,<=50K
EMP06575,Alice Smith,37,Government,76081,Doctorate,2,Divorced,Prof-specialty,Husband,Other,Female,9000,4288,27,Mexico,<=50K
EMP06576,Meena Brown,43,Unemployed,11126,Doctorate,15,Separated,Prof-specialty,Own-child,Black,Female,9449,4835,24,United-States,>50K
EMP06577,John Brown,22,Unemployed,39380,Assoc,12,Never-married,Craft-repair,Husband,White,Male,4279,2383,37,United-States,<=50K
EMP06578,Eve Brown,37,Unemployed,45482,Assoc,13,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Female,1657,846,51,Germany,>50K
EMP06579,Priya Nguyen,25,Self-emp,25353,Doctorate,15,Never-married,Sales,Wife,Other,Male,7273,3187,22,Germany,<=50K
EMP06580,Alice Brown,29,Government,22734,Masters,11,Separated,Craft-repair,Unmarried,Black,Female,3344,1106,21,Germany,>50K
EMP06581,Eve Smith,21,Government,97099,Masters,4,Separated,Exec-managerial,Unmarried,Other,Female,1029,4368,45,Philippines,<=50K
EMP06582,Bob Chen,30,Private,94790,Doctorate,14,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,8072,3352,50,Mexico,>50K
EMP06583,John Smith,23,Self-emp,95188,Masters,10,Separated,Tech-support,Unmarried,Asian-Pac-Islander,Male,9878,38,40,Germany,<=50K
EMP06584,Priya Garcia,48,Self-emp,20005,Masters,8,Never-married,Sales,Own-child,White,Male,1551,1178,46,Germany,<=50K
EMP06585,Raj Brown,45,Private,22961,HS-grad,2,Divorced,Prof-specialty,Own-child,White,Female,1213,2274,41,Germany,<=50K
EMP06586,Alice Patel,32,Private,71232,HS-grad,7,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Female,6923,4108,48,Germany,<=50K
EMP06587,Raj Garcia,59,Private,78724,HS-grad,16,Divorced,Tech-support,Unmarried,Black,Female,5412,2926,30,Germany,>50K
EMP06588,Meena Fernandez,35,Private,72218,Bachelors,11,Separated,Sales,Own-child,Asian-Pac-Islander,Female,4368,4835,28,United-States,<=50K
EMP06589,Priya Kumar,44,Government,71366,Assoc,2,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,3382,4963,22,United-States,>50K
EMP06590,Meena Patel,38,Private,45056,Masters,12,Divorced,Prof-specialty,Not-in-family,Black,Female,6559,4618,41,Philippines,<=50K
EMP06591,Ali Smith,57,Government,44627,Assoc,6,Divorced,Prof-specialty,Unmarried,Black,Female,7164,514,34,Germany,>50K
EMP06592,Tom Singh,23,Self-emp,85905,Masters,3,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Male,4621,3455,50,Mexico,<=50K
EMP06593,John Lee,31,Private,66317,HS-grad,2,Married,Tech-support,Own-child,Black,Male,8249,555,29,Germany,<=50K
EMP06594,Raj Lee,38,Government,45035,Bachelors,13,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,9052,3002,23,India,>50K
EMP06595,Raj Kumar,47,Private,71507,Masters,3,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Male,5894,1064,50,Philippines,>50K
EMP06596,Sara Garcia,30,Government,30371,Doctorate,14,Married,Prof-specialty,Unmarried,Black,Female,9714,3483,46,Germany,>50K
EMP06597,Bob Lee,21,Government,23761,Masters,8,Divorced,Craft-repair,Not-in-family,Black,Male,6260,2227,47,Germany,>50K
EMP06598,Ali Nguyen,45,Self-emp,80915,Assoc,7,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,8477,668,53,Germany,<=50K
EMP06599,Priya Smith,59,Private,51470,HS-grad,4,Married,Prof-specialty,Unmarried,Black,Male,6210,3895,34,United-States,<=50K
EMP06600,John Smith,35,Government,28219,Doctorate,10,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,5010,3717,47,India,>50K
EMP06601,Eve Brown,55,Self-emp,71904,HS-grad,7,Divorced,Craft-repair,Wife,White,Male,8895,3695,36,Philippines,<=50K
EMP06602,Ali Brown,37,Self-emp,87129,Bachelors,3,Married,Exec-managerial,Not-in-family,White,Female,3094,4620,59,Philippines,<=50K
EMP06603,Priya Nguyen,51,Unemployed,44045,Doctorate,16,Never-married,Prof-specialty,Unmarried,Black,Male,4806,1200,33,India,<=50K
EMP06604,Bob Smith,46,Private,50033,Doctorate,9,Separated,Exec-managerial,Own-child,White,Male,4684,902,28,India,>50K
EMP06605,Meena Garcia,40,Private,97016,Doctorate,2,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,1346,4519,27,Mexico,>50K
EMP06606,Ali Fernandez,46,Government,30334,HS-grad,12,Never-married,Craft-repair,Unmarried,Black,Female,987,4809,22,India,<=50K
EMP06607,Tom Lee,30,Private,56790,Assoc,16,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2185,4814,48,United-States,>50K
EMP06608,Ali Smith,52,Private,60925,Assoc,7,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Male,7682,739,41,Philippines,>50K
EMP06609,Bob Brown,27,Government,84902,HS-grad,3,Separated,Exec-managerial,Husband,Black,Female,9543,4404,32,India,<=50K
EMP06610,Tom Lee,49,Self-emp,16576,Doctorate,10,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,7903,3127,43,Philippines,>50K
EMP06611,Tom Garcia,51,Government,82012,Masters,5,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Male,2257,3397,49,United-States,>50K
EMP06612,Raj Patel,50,Government,96769,Assoc,6,Divorced,Craft-repair,Own-child,Other,Female,6522,110,23,India,<=50K
EMP06613,Bob Lee,59,Unemployed,76116,Doctorate,11,Divorced,Craft-repair,Husband,White,Female,9076,2197,33,Germany,<=50K
EMP06614,Raj Patel,37,Government,34107,Bachelors,7,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,1747,1630,36,Mexico,<=50K
